time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010446000000	15.5362	3.72272	5.17854	0.594295	0.31382	lidar	0.714034	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.7486	3.85725	5.1725	0.606431	0.310911	radar	1.00494	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9625	4.00366	5.17336	0.620628	0.309501	lidar	0.0123974	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1624	4.1673	5.165	0.645847	0.323925	radar	1.86895	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.354	4.35775	5.17071	0.675623	0.337353	lidar	0.504388	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5617	4.51792	5.17454	0.689786	0.334219	radar	0.407019	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.7382	4.69235	5.16436	0.713593	0.341918	lidar	0.938534	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.9006	4.89176	5.14597	0.755432	0.377058	radar	5.6543	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	17.0625	5.11082	5.15148	0.792093	0.394581	lidar	0.898871	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.234	5.29014	5.14009	0.815338	0.402417	radar	2.16463	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3933	5.47735	5.13038	0.83851	0.406077	lidar	0.628986	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.5506	5.66204	5.11448	0.864199	0.417325	radar	4.09234	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.7428	5.79992	5.09822	0.86183	0.395391	lidar	1.95045	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.8852	6.01035	5.08867	0.897895	0.419159	radar	2.11462	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.0581	6.19552	5.08878	0.910476	0.410872	lidar	0.303523	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.2031	6.409	5.08895	0.938311	0.420256	radar	0.668665	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.3257	6.63537	5.08778	0.971167	0.432	lidar	0.707515	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.4542	6.85611	5.08482	1.00189	0.444773	radar	0.511341	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.6037	7.01131	5.0536	1.00561	0.428824	lidar	3.6049	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.7456	7.22254	5.05696	1.02176	0.421312	radar	0.189316	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9396	7.36934	5.04025	1.00858	0.389023	lidar	4.56022	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	19.0254	7.59601	5.022	1.05216	0.422483	radar	5.53991	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.1204	7.83512	5.02374	1.0855	0.434299	lidar	0.713564	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2345	8.05375	5.02011	1.10673	0.434436	radar	0.442066	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.3174	8.26585	4.99975	1.13397	0.441178	lidar	2.66987	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.4099	8.48835	4.99306	1.15637	0.439795	radar	2.78601	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.5067	8.65451	4.94714	1.16712	0.432087	lidar	7.47239	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5898	8.88055	4.93964	1.19532	0.442754	radar	1.16545	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7511	9.05137	4.92106	1.18407	0.411872	lidar	5.24015	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.8167	9.28836	4.91624	1.21953	0.432766	radar	1.25424	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.9499	9.4933	4.9126	1.22047	0.413112	lidar	2.47594	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.9888	9.73357	4.90213	1.26524	0.446867	radar	3.56149	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0815	9.95219	4.8964	1.2782	0.438243	lidar	0.442542	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.1352	10.2009	4.90367	1.30501	0.44053	radar	6.38155	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1894	10.4448	4.90693	1.33044	0.443562	lidar	0.0647436	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.2023	10.6899	4.89887	1.37517	0.47403	radar	3.66072	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.266	10.9363	4.90767	1.39317	0.468011	lidar	0.845395	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.2917	11.1889	4.91326	1.42205	0.472089	radar	4.5747	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.3279	11.4198	4.90401	1.44355	0.470761	lidar	0.270663	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.2756	11.6737	4.89509	1.51076	0.530084	radar	12.2826	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3481	11.9061	4.89469	1.51541	0.509567	lidar	3.90558	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3664	12.1445	4.89219	1.52962	0.489745	radar	3.48647	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3598	12.4065	4.90479	1.55982	0.494116	lidar	0.502087	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.3102	12.65	4.89762	1.61296	0.534721	radar	4.21286	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3351	12.8862	4.89373	1.62617	0.522458	lidar	1.45843	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.3174	13.124	4.8885	1.65568	0.529883	radar	2.3556	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2815	13.3433	4.86884	1.68579	0.53481	lidar	1.92302	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.238	13.5814	4.86611	1.71591	0.537174	radar	1.45173	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2211	13.8269	4.87021	1.73543	0.53009	lidar	0.76394	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.1614	14.0598	4.86549	1.77241	0.545861	radar	1.25776	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.1107	14.3023	4.86944	1.7992	0.545071	lidar	0.0671694	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0359	14.5332	4.86645	1.83268	0.551643	radar	1.62043	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9344	14.7722	4.87387	1.87187	0.561644	lidar	1.28649	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8626	14.9952	4.86598	1.8947	0.552078	radar	3.52243	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8264	15.2178	4.85425	1.90809	0.540122	lidar	2.07425	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.6945	15.4325	4.85449	1.9728	0.60037	radar	8.70136	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.6553	15.6367	4.8296	1.98497	0.586232	lidar	3.99848	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.5537	15.8491	4.82428	2.01513	0.587264	radar	1.568	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4525	16.0577	4.81713	2.04341	0.586898	lidar	0.145806	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.3446	16.2696	4.81383	2.06519	0.572599	radar	1.80845	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2309	16.4525	4.79194	2.09579	0.576244	lidar	1.6719	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.1069	16.6543	4.78981	2.12659	0.579768	radar	0.401983	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	18.9821	16.8535	4.78662	2.15452	0.579079	lidar	0.0346224	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8255	17.0456	4.79396	2.20548	0.6169	radar	6.56598	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6689	17.256	4.81253	2.23685	0.615814	lidar	0.988275	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5575	17.462	4.80544	2.23538	0.565022	radar	5.96658	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3557	17.6361	4.8162	2.28031	0.579157	lidar	3.78466	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2165	17.827	4.81136	2.29054	0.54838	radar	2.7723	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0809	18.0114	4.80446	2.30993	0.541721	lidar	0.941086	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9041	18.1707	4.80088	2.34818	0.558128	radar	1.83914	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7604	18.3231	4.77734	2.37208	0.55638	lidar	1.62218	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6214	18.5081	4.77288	2.38173	0.534171	radar	6.95421	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4365	18.6746	4.78068	2.40999	0.534972	lidar	0.18687	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2528	18.8206	4.77608	2.44166	0.541768	radar	1.76908	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.0848	18.9602	4.75991	2.46723	0.541596	lidar	0.720239	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9169	19.1296	4.76187	2.48019	0.523531	radar	3.13783	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7023	19.2408	4.75598	2.51968	0.535932	lidar	2.73848	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5147	19.3919	4.76094	2.54162	0.531801	radar	3.08803	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3044	19.5368	4.77578	2.5677	0.530301	lidar	0.592724	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0791	19.6254	4.7698	2.6127	0.552424	radar	10.0204	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8801	19.762	4.77511	2.6337	0.546091	lidar	0.71663	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6863	19.8883	4.76682	2.64393	0.517992	radar	3.54752	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.47	20.0269	4.78469	2.6636	0.511155	lidar	1.35274	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2661	20.1627	4.79089	2.67585	0.493989	radar	5.95092	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0735	20.2942	4.78895	2.68913	0.48383	lidar	1.95444	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8458	20.3779	4.78848	2.72205	0.493805	radar	1.94798	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6323	20.4938	4.794	2.73974	0.487167	lidar	0.757384	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.4025	20.5788	4.79904	2.77132	0.498684	radar	1.20598	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1597	20.6516	4.80697	2.80237	0.50371	lidar	0.787206	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.9276	20.7216	4.80939	2.83435	0.514854	radar	0.383641	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.6651	20.7808	4.82868	2.86792	0.520728	lidar	2.16196	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.4213	20.8122	4.83044	2.91476	0.552319	radar	2.64079	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1744	20.8579	4.83661	2.94538	0.554644	lidar	0.276183	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.9443	20.914	4.83551	2.96905	0.55183	radar	1.68796	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.7285	20.969	4.8236	2.98889	0.545608	lidar	1.50262	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4832	21.0052	4.83097	3.01828	0.550023	radar	2.78509	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.2377	21.0447	4.83897	3.04211	0.54617	lidar	0.279413	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9997	21.0638	4.83861	3.07321	0.554134	radar	1.02189	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7496	21.0424	4.83713	3.1128	0.565026	lidar	1.9022	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.5032	21.0283	4.83829	-3.13419	0.57453	radar	1.189	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2748	21.0296	4.82894	-3.10836	0.572532	lidar	0.47798	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0232	20.99	4.83395	-3.0681	0.58509	radar	4.35465	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.7979	20.9601	4.82027	-3.03646	0.588235	lidar	0.504098	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5517	20.9553	4.82182	-3.0233	0.562614	radar	5.27177	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2906	20.9747	4.8453	-3.01227	0.545211	lidar	3.53113	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0526	20.955	4.84437	-2.99096	0.538672	radar	0.986611	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.8376	20.9225	4.82534	-2.96637	0.53782	lidar	1.451	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.6002	20.9121	4.81837	-2.96145	0.505317	radar	2.60097	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.38809	20.8634	4.79846	-2.93482	0.507866	lidar	1.18352	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.15944	20.8247	4.79354	-2.91455	0.502687	radar	1.55719	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.89365	20.7834	4.82043	-2.89589	0.495056	lidar	1.98319	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.67032	20.7078	4.81326	-2.86565	0.50085	radar	4.41158	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.41332	20.6192	4.83594	-2.83499	0.504711	lidar	2.77243	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.18515	20.5398	4.83607	-2.80749	0.508028	radar	0.0564364	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.94763	20.4587	4.84431	-2.78313	0.506584	lidar	0.199907	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.72969	20.374	4.84223	-2.7537	0.516229	radar	3.3977	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.45421	20.3107	4.88077	-2.74285	0.500094	lidar	4.3816	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.22861	20.212	4.88139	-2.71883	0.497637	radar	0.260005	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.97522	20.1298	4.90372	-2.70408	0.486925	lidar	1.5549	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.75429	20.0356	4.89953	-2.68592	0.478855	radar	0.421623	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.50928	19.9463	4.91621	-2.67202	0.468563	lidar	1.04739	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.29431	19.8509	4.90974	-2.65451	0.463143	radar	2.63379	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	6.04004	19.7594	4.93404	-2.64478	0.449313	lidar	2.03678	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.8249	19.6143	4.94594	-2.60841	0.468656	radar	2.27986	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.62205	19.4976	4.93628	-2.58744	0.466843	lidar	0.54595	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.42304	19.3482	4.93583	-2.55563	0.476782	radar	1.5893	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.20019	19.2496	4.93812	-2.54748	0.461961	lidar	2.01033	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	5.00068	19.1349	4.9222	-2.5366	0.445549	radar	4.26814	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.81605	18.9866	4.9122	-2.50967	0.450425	lidar	0.309156	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.61444	18.8373	4.92013	-2.48449	0.456115	radar	1.59259	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.42225	18.7065	4.91173	-2.46815	0.450421	lidar	0.940977	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.23226	18.5629	4.90178	-2.45376	0.437585	radar	1.36883	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07986	18.4062	4.87623	-2.42524	0.445124	lidar	2.02243	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
